ticker,close_s
000001,714.274
000002,638.882
000004,69.793
000005,39.407
000006,231.521
000007,64.459
000008,37.818
000009,76.564
000010,39.399
000011,41.334
000012,304.155
000014,70.318
000016,48.753
000017,16.481
000018,13.557
000019,26.656
000020,15.925
000021,117.771
000022,45.717
000023,22.763
000024,85.276
000025,19.404
000026,117.958
000027,61.796
000028,97.386
000029,11.012
000030,19.024
000031,76.884
000032,27.179
000033,12.733
000034,21.081
000035,22.204
000036,20.22
000037,29.875
000038,18.656
000039,468.606
000040,26.287
000042,108.499
000043,30.181
000045,30.853
000046,123.566
000048,59.628
000049,82.701
000050,87.629
000055,36.203
000056,45.69
000058,25.808
000059,20.894
000060,309.446
000061,184.983
000062,37.218
000063,316.974
000065,88.67
000066,79.456
000068,15.526
000069,226.841
000070,13.082
000078,70.825
000088,32.496
000089,37.113
000090,26.306
000096,17.026
000099,39.21
000100,7.764
000150,10.831
000151,25.767
000153,49.913
000155,12.697
000156,1.259
000157,637.817
000158,14.37
000159,41.642
000301,7.42
000338,148.784
000400,118.916
000401,102.089
000402,201.474
000403,13.778
000404,22.322
000407,60.536
000408,69.071
000409,16.423
000410,31.658
000411,35.836
000413,18.822
000415,111.534
000416,66.596
000417,190.9
000418,39.555
000419,81.666
000420,23.822
000421,47.435
000422,197.185
000423,364.931
000425,331.832
000426,118.119
000428,74.568
000429,11.497
000430,37.614
000488,31.361
000498,9.755
000501,88.498
000502,27.541
000503,88.13
000504,35.9
000505,28.046
000506,30.388
000507,31.146
000509,37.068
000510,99.955
000511,56.012
000513,73.67
000514,31.757
000516,89.428
000517,35.14
000518,63.946
000519,84.897
000520,33.364
000521,29.43
000522,59.396
000523,33.321
000524,42.284
000525,96.827
000526,29.051
000527,769.247
000528,165.351
000529,23.446
000530,44.571
000531,55.585
000532,51.059
000533,15.822
000534,32.574
000536,41.834
000537,46.392
000538,641.161
000539,64.725
000540,216.167
000541,224.277
000543,19.89
000544,22.404
000545,18.059
000546,20.494
000547,45.897
000548,19.684
000550,52.727
000551,72.052
000552,25.492
000553,35.061
000554,65.575
000555,13.948
000557,55.368
000558,33.552
000559,136.856
000560,16.112
000561,22.498
000562,70.345
000563,42.675
000564,26.073
000565,37.836
000566,50.628
000567,24.392
000568,1077.025
000570,37.337
000571,77.03
000572,23.503
000573,37.678
000576,74.831
000581,97.506
000582,38.679
000584,24.836
000585,5.46
000586,33.779
000587,34.141
000589,33.549
000590,55.94
000591,46.173
000592,19.274
000593,42.082
000594,51.08
000595,28.445
000596,123.004
000597,30.17
000598,106.848
000599,31.185
000600,29.326
000601,43.762
000602,116.397
000603,114.228
000605,33.836
000606,65.431
000607,20.334
000608,62.44
000609,64.574
000610,33.608
000611,30.957
000612,91.202
000613,7.236
000615,33.121
000616,107.09
000617,85.26
000619,83.254
000620,2.383
000622,2.938
000623,360.468
000625,32.914
000626,63.601
000627,124.064
000628,33.08
000629,40.8
000630,133.397
000631,47.937
000632,40.276
000633,79.977
000635,74.058
000636,177.323
000637,123.646
000638,20.619
000639,53.181
000650,168.792
000651,1444.414
000652,204.643
000655,108.574
000656,24.623
000657,30.243
000659,104.752
000661,158.399
000662,32.648
000663,35.33
000665,49.239
000666,17.972
000667,73.667
000668,38.545
000669,51.187
000670,16.95
000671,53.655
000672,29.633
000673,50.895
000676,44.904
000677,83.912
000678,24.817
000679,41.945
000680,59.889
000681,16.685
000682,99.409
000683,37.208
000685,87.102
000686,119.483
000687,20.423
000688,14.931
000690,182.914
000691,21.035
000692,45.388
000693,13.341
000695,36.363
000697,60.017
000698,29.431
000700,49.468
000701,17.679
000702,18.343
000703,104.188
000705,35.773
000707,34.028
000708,25.964
000709,42.823
000710,46.411
000711,44.151
000712,86.695
000713,53.333
000715,32.476
000716,18.336
000717,18.15
000718,32.668
000719,22.998
000720,30.479
000721,23.412
000722,31.477
000723,28.479
000725,12.743
000726,63.848
000727,36.416
000728,16.033
000729,65.811
000731,71.835
000732,19.496
000733,21.396
000735,42.919
000736,17.679
000737,21.288
000738,25.82
000739,49.324
000748,28.486
000750,9.505
000751,27.021
000752,166.755
000753,33.329
000755,30.52
000756,11.115
000757,16.071
000758,213.886
000759,80.35
000760,35.115
000761,11.613
000762,121.791
000766,27.527
000767,60.395
000768,89.667
000776,92.127
000777,96.023
000778,79.976
000779,27.65
000780,71.179
000782,22.772
000783,26.057
000785,71.726
000786,77.956
000787,20.539
000788,37.062
000789,40.544
000790,111.123
000791,17.859
000792,301.696
000793,72.131
000795,36.314
000796,29.171
000797,11.542
000798,23.096
000799,38.098
000800,33.383
000801,81.667
000802,20.953
000803,28.846
000805,2.737
000806,40.902
000807,55.359
000809,31.636
000810,34.735
000811,124.924
000812,29.728
000813,40.008
000815,23.262
000816,57.979
000818,12.633
000819,90.72
000820,11.857
000821,16.999
000822,23.298
000823,39.957
000825,32.753
000826,81.789
000828,15.96
000829,148.846
000830,40.87
000831,37.914
000833,15.329
000835,69.099
000836,20.488
000837,53.447
000838,30.792
000839,97.255
000848,108.796
000850,63.609
000851,16.663
000852,47.166
000856,18.207
000858,530.314
000859,21.962
000860,38.059
000861,89.814
000862,28.443
000863,18.798
000868,26.087
000869,302.572
000875,6.351
000876,152.234
000877,120.808
000878,64.619
000880,63.141
000881,55.359
000882,13.999
000883,17.843
000885,16.496
000886,13.886
000887,147.618
000888,52.682
000889,33.35
000890,23.754
000892,12.833
000893,26.945
000895,319.685
000897,27.449
000898,13.931
000899,21.613
000900,46.672
000901,48.777
000902,21.569
000903,37.76
000905,17.784
000906,23.537
000908,22.182
000909,13.447
000910,16.67
000911,33.729
000912,16.848
000913,18.685
000915,41.373
000916,6.741
000917,85.8
000918,17.642
000919,28.66
000920,32.001
000921,7.407
000922,22.134
000923,16.073
000925,42.872
000926,35.122
000927,11.156
000928,14.71
000929,26.143
000930,43.6
000931,8.795
000932,5.927
000933,181.013
000935,32.09
000936,49.261
000937,127.647
000938,34.341
000939,118.912
000948,19.366
000949,27.49
000950,17.643
000951,31.58
000952,23.877
000953,19.904
000955,10.144
000957,20.36
000958,10.754
000959,9.715
000960,97.494
000961,22.068
000962,76.562
000963,77.073
000965,15.878
000966,10.128
000967,16.751
000968,46.878
000969,128.387
000970,159.541
000971,11.58
000972,28.423
000973,32.463
000975,41.44
000976,21.608
000977,27.313
000978,32.807
000979,23.58
000980,13.779
000981,5.733
000982,58.6
000983,143.924
000985,23.473
000987,46.84
000988,90.521
000989,35.843
000990,30.521
000993,16.306
000995,29.306
000996,50.707
000997,87.616
000998,89.949
000999,32.832
001696,148.938
001896,14.299
002001,266.211
002002,20.57
002003,65.238
002004,96.409
002005,81.385
002006,146.384
002007,415.831
002008,146.158
002009,82.288
002010,77.201
002011,82.689
002012,36.247
002013,103.85
002014,47.158
002015,47.1
002016,31.558
002017,54.086
002018,40.142
002019,107.41
002020,40.859
002021,48.264
002022,145.957
002023,82.956
002024,1058.691
002025,56.914
002026,25.041
002027,21.802
002028,150.088
002029,126.794
002030,58.242
002031,28.555
002032,111.388
002033,38.873
002034,38.386
002035,53.553
002036,58.361
002037,58.48
002038,280.523
002039,28.926
002040,18.518
002041,108.858
002042,32.983
