ticker,close_s
000001,706.324
000002,604.858
000004,61.489
000005,39.407
000006,211.995
000007,64.863
000008,33.175
000009,69.919
000010,39.399
000011,27.748
000012,228.392
000014,57.256
000016,44.186
000017,14.348
000018,14.025
000019,26.839
000020,13.19
000021,98.854
000022,37.585
000023,18.387
000024,82.247
000025,14.732
000026,133.939
000027,56.141
000028,98.593
000029,8.775
000030,28.945
000031,65.57
000032,23.495
000033,11.677
000034,19.33
000035,23.899
000036,16.196
000037,27.518
000038,18.656
000039,368.374
000040,20.259
000042,102.362
000043,26.559
000045,24.267
000046,109.798
000048,58.138
000049,81.416
000050,63.62
000055,31.407
000056,33.257
000058,25.808
000059,16.263
000060,246.394
000061,158.094
000062,32.89
000063,242.112
000065,70.793
000066,67.258
000068,15.526
000069,200.744
000070,14.864
000078,59.12
000088,26.726
000089,32.079
000090,20.33
000096,13.308
000099,34.214
000100,5.764
000150,8.665
000151,26.104
000153,40.115
000155,9.067
000156,1.259
000157,534.762
000158,12.898
000159,32.833
000301,6.658
000338,120.121
000400,87.159
000401,73.33
000402,180.678
000403,13.778
000404,19.065
000407,61.428
000408,55.233
000409,12.678
000410,26.257
000411,32.516
000413,18.662
000415,116.521
000416,63.729
000417,205.48
000418,27.117
000419,75.071
000420,16.429
000421,41.662
000422,198.41
000423,400.335
000425,222.605
000426,99.947
000428,67.992
000429,9.977
000430,42.648
000488,26.395
000498,9.755
000501,92.28
000502,25.059
000503,75.815
000504,33.723
000505,22.75
000506,23.521
000507,27.956
000509,38.519
000510,90.521
000511,50.89
000513,61.2
000514,23.207
000516,79.188
000517,23.644
000518,49.009
000519,56.693
000520,27.44
000521,22.949
000522,47.317
000523,34.571
000524,44.04
000525,110.63
000526,22.456
000527,564.7
000528,116.542
000529,24.657
000530,42.262
000531,43.803
000532,47.819
000533,11.941
000534,24.055
000536,31.943
000537,33.522
000538,635.369
000539,56.518
000540,146.985
000541,187.063
000543,13.713
000544,23.347
000545,14.502
000546,15.908
000547,45.711
000548,16.009
000550,45.802
000551,69.917
000552,24.631
000553,30.285
000554,47.004
000555,13.59
000557,55.368
000558,18.37
000559,121.707
000560,14.501
000561,17.646
000562,63.441
000563,49.403
000564,22.899
000565,29.158
000566,58.759
000567,20.343
000568,1012.065
000570,31.296
000571,65.434
000572,20.416
000573,32.439
000576,57.644
000581,81.394
000582,32.898
000584,17.057
000585,4.667
000586,26.008
000587,67.96
000589,28.408
000590,50.167
000591,37.635
000592,15.799
000593,42.689
000594,35.652
000595,20.997
000596,139.284
000597,20.961
000598,122.178
000599,25.306
000600,24.343
000601,36.517
000602,93.967
000603,99.674
000605,28.952
000606,46.007
000607,17.53
000608,55.464
000609,54.945
000610,23.913
000611,27.857
000612,76.837
000613,6.707
000615,26.121
000616,89.848
000617,59.294
000619,61.75
000620,16.225
000622,2.938
000623,332.857
000625,28.661
000626,57.81
000627,104.934
000628,36.391
000629,27.126
000630,117.788
000631,38.789
000632,32.981
000633,73.474
000635,59.1
000636,132.06
000637,92.921
000638,19.006
000639,61.291
000650,165.827
000651,1213.922
000652,143.356
000655,93.487
000656,21.694
000657,30.243
000659,79.353
000661,127.386
000662,27.843
000663,29.338
000665,51.047
000666,15.822
000667,60.116
000668,37.149
000669,36.21
000670,16.95
000671,41.257
000672,29.633
000673,40.474
000676,40.36
000677,88.502
000678,20.131
000679,40.906
000680,42.779
000681,16.685
000682,68.45
000683,34.174
000685,90.083
000686,108.485
000687,20.458
000688,14.931
000690,154.858
000691,20.818
000692,36.633
000693,13.341
000695,22.623
000697,53.126
000698,22.642
000700,45.127
