ticker,close_s
000001,889.479
000002,920.75
000004,53.013
000005,31.648
000006,288.418
000007,147.924
000008,37.604
000009,43.216
000010,50.359
000011,24.657
000012,162.789
000014,86.246
000016,39.07
000017,13.54
000018,14.099
000019,22.192
000020,12.666
000021,67.795
000022,53.87
000023,17.408
000024,134.281
000025,12.49
000026,57.748
000027,50.972
000028,134.075
000029,8.861
000030,19.255
000031,59.065
000032,27.245
000033,9.646
000034,12.293
000035,28.07
000036,18.982
000037,27.518
000038,18.656
000039,311.634
000040,22.522
000042,122.208
000043,56.039
000045,23.886
000046,143.454
000048,42.634
000049,120.165
000050,73.967
000055,25.968
000056,30.369
000058,21.171
000059,11.415
000060,240.475
000061,130.634
000062,30.795
000063,150.718
000065,54.518
000066,38.077
000068,12.744
000069,251.395
000070,10.169
000078,59.045
000088,31.501
000089,28.768
000090,19.701
000096,13.419
000099,30.905
000100,6.351
000150,10.513
000151,17.306
000153,38.428
000155,6.993
000156,24.897
000157,519.976
000158,8.124
000159,23.329
000301,5.939
000338,98.117
000400,114.266
000401,63.403
000402,196.467
000403,13.778
000404,19.246
000407,63.657
000408,46.165
000409,37.994
000410,19.811
000411,21.542
000413,17.731
000415,80.925
000416,53.74
000417,115.152
000418,27.288
000419,63.572
000420,12.561
000421,39.856
000422,155.691
000423,419.391
000425,174.565
000426,100.402
000428,56.288
000429,9.738
000430,40.222
000488,18.87
000498,9.755
000501,59.016
000502,20.441
000503,106.314
000504,23.427
000505,15.032
000506,20.21
000507,24.138
000509,29.297
000510,92.88
000511,67.412
000513,101.963
000514,21.169
000516,76.201
000517,27.517
000518,34.575
000519,75.799
000520,21.108
000521,20.156
000522,94.316
000523,33.919
000524,31.567
000525,96.697
000526,23.756
000527,398.803
000528,76.034
000529,23.917
000530,30.514
000531,67.75
000532,37.801
000533,8.584
000534,23.033
000536,38.511
000537,43.639
000538,863.126
000539,76.601
000540,117.504
000541,117.887
000543,17.628
000544,21.377
000545,11.197
000546,11.406
000547,41.496
000548,14.303
000550,39.818
000551,59.95
000552,33.469
000553,26.515
000554,30.384
000555,11.556
000557,55.368
000558,17.095
000559,98.807
000560,11.862
000561,17.519
000562,87.729
000563,53.801
000564,17.743
000565,23.873
000566,46.214
000567,31.421
000568,771.312
000570,30.101
000571,53.464
000572,14.885
000573,35.507
000576,45.852
000581,97.211
000582,35.738
000584,19.734
000585,3.325
000586,19.681
000587,89.218
000589,25.502
000590,51.083
000591,39.784
000592,17.159
000593,38.521
000594,29.948
000595,16.822
000596,100.807
000597,16.476
000598,99.515
000599,18.404
000600,24.976
000601,34.318
000602,80.985
000603,82.768
000605,39.702
000606,38.28
000607,17.605
000608,65.07
000609,38.155
000610,21.081
000611,20.988
000612,56.183
000613,5.377
000615,23.49
000616,95.191
000617,36.193
000619,87.816
000620,15.159
000622,2.938
000623,288.512
000625,55.295
000626,37.013
000627,97.901
000628,22.397
000629,22.058
000630,109.281
000631,49.289
000632,28.014
000633,48.509
000635,34.35
000636,118.579
000637,60.762
000638,15.138
000639,43.101
000650,99.052
000651,1841.019
000652,97.791
000655,70.358
000656,25.216
000657,30.243
000659,46.704
000661,254.572
000662,23.21
000663,36.703
000665,45.088
000666,14.618
000667,54.696
000668,37.306
000669,51.407
000670,16.95
000671,115.456
000672,29.633
000673,36.386
000676,28.154
000677,77.485
000678,15.183
000679,36.937
000680,27.659
000681,16.685
000682,49.16
000683,23.856
000685,82.354
000686,108.248
000687,14.663
000688,14.931
000690,177.382
000691,17.529
000692,36.385
000693,13.341
000695,19.869
000697,55.587
000698,14.451
000700,46.284
000701,14.688
000702,11.871
000703,50.741
000705,35.881
000707,17.686
000708,13.45
000709,25.748
000710,30.848
000711,31.432
000712,70.19
000713,41.197
000715,20.319
000716,20.022
000717,10.758
000718,34.034
000719,40.607
000720,18.581
000721,13.936
000722,35.065
000723,18.313
000725,11.109
000726,43.1
000727,12.909
000728,16.821
000729,44.099
000731,103.149
000732,17.56
000733,15.786
000735,34.563
000736,16.22
000737,28.811
000738,19.692
000739,43.272
000748,23.449
000750,90.164
000751,10.587
000752,64.883
000753,25.696
000755,14.39
000756,6.835
000757,19.285
000758,145.076
000759,42.546
000760,58.211
000761,6.973
000762,68.967
000766,16.71
000767,47.578
000768,93.332
000776,73.266
000777,72.778
000778,50.669
000779,18.336
000780,42.166
000782,12.035
000783,25.836
000785,37.757
000786,93.738
000787,20.539
000788,28.331
000789,29.243
000790,51.298
000791,18.075
000792,141.935
000793,84.772
000795,24.423
000796,22.058
000797,9.966
000798,17.696
000799,60.179
000800,19.821
000801,55.371
000802,14.416
000803,24.068
000805,2.737
000806,28.742
000807,36.384
000809,21.882
000810,22.865
000811,78.675
000812,20.005
000813,28.85
000815,20.828
000816,38.535
000818,8.268
000819,72.819
000820,11.857
