ticker,close_s
000001,836.714
000002,887.945
000004,58.019
000005,90.86
000006,262.912
000007,66.4
000008,30.028
000009,43.118
000010,35.817
000011,29.651
000012,147.823
000014,82.654
000016,51.297
000017,7.445
000018,18.924
000019,30.729
000020,19.397
000021,144.068
000022,78.86
000023,35.604
000024,163.984
000025,30.934
000026,72.124
000027,115.855
000028,50.382
000029,20.11
000030,4.083
000031,132.919
000032,26.22
000033,23.028
000034,22.003
000035,18.583
000036,58.648
000037,49.886
000038,18.656
000039,586.71
000040,45.64
000042,143.38
000043,46.312
000045,25.304
000046,256.244
000048,43.111
000049,32.578
000050,64.913
000055,29.384
000056,23.44
000058,33.048
000059,18.256
000060,253.374
000061,145.416
000062,64.149
000063,212.668
000065,77.132
000066,61.045
000068,16.24
000069,331.138
000070,20.931
000078,65.707
000088,69.373
000089,82.981
000090,34.905
000096,20.871
000099,34.513
000100,9.114
000150,22.404
000151,26.056
000153,44.796
000155,19.919
000156,1.259
000157,271.874
000158,17.465
000159,14.225
000301,23.404
000338,74.8
000400,57.872
000401,61.405
000402,364.974
000403,13.778
000404,26.455
000407,87.512
000408,32.157
000409,15.792
000410,70.855
000411,20.472
000413,14.516
000415,71.807
000416,125.516
000417,83.772
000418,17.045
000419,100.753
000420,33.61
000421,71.699
000422,135.57
000423,105.781
000425,105.923
000426,70.032
000428,119.181
000429,25.929
000430,25.859
000488,43.867
000498,18.385
000501,87.77
000502,39.192
000503,130.929
000504,50.239
000505,30.417
000506,8.067
000507,30.18
000509,29.177
000510,98.221
000511,110.722
000513,66.055
000514,46.73
000515,53.09
000516,54.145
000517,7.255
000518,69.904
000519,45.718
000520,65.914
000521,33.731
000522,38.824
000523,25.288
000524,38.681
000525,82.333
000526,27.482
000527,445.085
000528,93.554
000529,2.661
000530,43.55
000531,64.619
000532,40.846
000533,21.512
000534,48.135
000536,5.723
000537,71.773
000538,312.848
000539,140.78
000540,62.479
000541,146.82
000543,39.143
000544,19.553
000545,15.82
000546,26.474
000547,54.987
000548,52.894
000550,29.422
000551,49.829
000552,16.177
000553,42.328
000554,55.859
000555,12.674
000557,65.651
000558,16.67
000559,138.101
000560,23.478
000561,22.937
000562,124.866
000563,54.541
000564,29.375
000565,37.585
000566,21.067
000567,35.956
000568,548.723
000569,14.773
000570,31.561
000571,80.591
000572,54.951
000573,55.764
000576,47.545
000578,13.181
000581,36.35
000582,49.972
000584,37.095
000585,10.421
000586,33.896
000587,20.313
000589,30.517
000590,59.52
000591,32.997
000592,1.308
000593,45.281
000594,85.566
000595,24.621
000596,13.836
000597,29.745
000598,68.371
000599,40.183
000600,63.105
000601,65.767
000602,64.218
000603,30.97
000605,27.341
000606,44.919
000607,30.8
000608,126.003
000609,60.153
000610,24.546
000611,34.051
000612,113.065
000613,2.915
000615,48.39
000616,157.199
000617,125.448
000619,113.335
000620,2.383
000622,2.938
000623,628.456
000625,40.953
000626,51.281
000627,149.624
000628,33.517
000629,40.435
000630,99.744
000631,3.476
000632,67.669
000633,94.926
000635,61.784
000636,189.127
000637,166.577
000638,6.166
000639,20.009
000650,83.618
000651,495.331
000652,366.652
000655,72.632
000656,21.963
000657,51.2
000659,99.038
000661,56.323
000662,49.026
000663,42.917
000665,40.32
000666,13.661
000667,129.578
000668,49.984
000669,13.659
000670,16.95
000671,24.593
000672,29.633
000673,41.28
000676,76.063
000677,112.057
000678,33.927
000679,37.565
000680,40.107
000681,40.449
000682,126.167
000683,34.506
000685,50.329
000686,39.183
000687,22.71
000688,14.931
000690,345.006
000691,25.285
000692,57.06
000693,13.341
000695,29.66
000697,37.601
000698,34.281
000700,60.558
000701,17.09
000702,24.708
000703,19.338
000705,23.982
000707,28.432
000708,23.438
000709,72.614
000710,34.73
000711,40.687
000712,65.914
000713,28.556
000715,39.599
000716,17.301
000717,35.928
000718,48.765
000719,32.872
000720,62.059
000721,21.41
000722,33.23
000723,15.78
000725,31.858
000726,89.46
000727,26.492
000728,14.492
000729,62.346
000731,143.415
000732,5.789
000733,22.668
000735,48.329
000736,7.145
000737,33.132
000738,17.631
000739,50.45
000748,49.475
000750,7.448
000751,72.899
000752,44.389
000753,39.965
000755,49.823
000756,12.905
000757,16.071
000758,214.204
000759,57.372
000760,38.789
000761,22.458
000762,82.028
000766,25.283
000767,139.838
000768,112.942
000776,23.192
000777,61.783
000778,82.347
000779,21.416
000780,46.86
000782,25.306
000783,16.792
000785,62.291
000786,69.473
000787,20.539
000788,16.395
000789,20.319
000790,73.557
000791,21.522
000792,195.291
000793,160.195
000795,20.858
000796,33.727
000797,16.666
000798,20.091
000799,39.515
000800,26.261
000801,43.755
000802,31.811
000803,36.899
000805,1.893
000806,62.695
000807,68.475
000809,19.966
000810,31.537
000811,67.676
000812,27.289
000813,24.225
000815,26.816
000816,34.231
000818,14.11
000819,145.242
000820,19.209
000821,18.922
000822,30.557
000823,27.667
000825,87.653
000826,24.734
000828,31.417
000829,241.472
000830,46.492
000831,31.502
000833,16.111
000835,74.357
000836,18.6
000837,40.397
000838,48.334
000839,120.536
000848,93.042
000850,102.318
000851,21.108
000852,81.171
000856,16.137
000858,436.735
000859,26.21
000860,31.507
000861,32.73
000862,33.083
000863,18.798
000868,19.964
000869,174.177
000875,11.519
000876,103.837
000877,20.197
000878,79.025
000880,44.861
000881,55.71
000882,26.414
000883,17.584
000885,9.84
000886,20.738
000887,76.926
000888,35.435
000889,32.155
000890,29.18
000892,19.871
000893,11.784
000895,94.934
000897,54.38
000898,29.806
000899,29.253
000900,45.932
000901,38.055
000902,10.689
000903,53.377
000905,25.736
000906,29.068
000908,42.223
000909,18.293
000910,28.995
000911,24.698
000912,38.797
000913,18.933
000915,19.385
000916,14.956
000917,59.124
000918,6.705
000919,33.168
000920,29.116
000921,9.423
000922,22.955
000923,17.721
000925,17.865
000926,44.257
000927,18.121
000928,14.054
000929,30.009
000930,50.778
000931,12.423
000932,13.743
000933,91.726
000935,17.408
000936,40.223
000937,42.32
000938,36.131
000939,75.104
000948,15.379
000949,37.008
000950,16.62
000951,58.291
000952,34.091
000953,32.456
000955,14.156
000957,21.202
000958,16.554
000959,15.364
000960,71.382
000961,11.6
000962,49.182
000963,41.237
000965,21.457
000966,17.284
000967,14.962
000968,19.505
000969,58.168
000970,103.078
000971,18.685
000972,37.574
000973,17.869
000975,51.01
000976,29.729
000977,13.95
000978,42.126
000979,13.365
000980,20.149
000981,12.5
000982,27.097
000983,49.663
000985,18.674
000987,45.334
000988,48.315
000989,32.66
000990,37.181
000993,14.467
000995,14.914
000996,22.454
000997,57.365
000998,32.809
000999,24.852
001696,101.035
001896,11.26
002001,41.575
002002,18.703
002003,37.336
002004,63.236
002005,20.97
002006,17.152
002007,129.673
002008,94.336
002009,44.391
002010,50.894
002011,22.541
002012,23.179
002013,31.821
002014,29.792
002015,39.135
002016,22.201
002017,23.938
002018,45.018
002019,115.818
002020,22.647
002021,53.111
002022,100.434
002023,38.815
002024,919.697
002025,76.059
002026,17.955
002027,32.114
002028,156.198
002029,57.387
002030,30.629
002031,27.593
002032,64.886
002033,28.153
002034,18.274
002035,28.174
002036,59.834
002037,23.539
002038,92.586
002039,17.998
002040,18.721
002041,36.06
002042,18.012
002043,14.249
002044,11.666
002045,40.137
002046,30.595
002047,14.732
002048,45.433
002049,20.255
002050,18.363
002051,27.05
002052,66.537
002053,16.822
002054,16.82
002055,21.003
002056,28.968
002057,17.806
002058,14.135
002059,11.44
002060,10.81
002061,22.867
002062,23.265
002063,17.75
002064,57.28
002065,38.07
002066,17.51
002067,14.111
002068,20.671
002069,79.999
002070,22.684
002071,10.28
002072,9.39
002073,74.4
002074,18.103
002075,31.4
002076,33.207
002077,16.4
002078,37.66
002079,13.95
002080,25.01
002081,36.195
002082,27.451
002083,21.035
002084,32.181
002085,10.876
002086,15.58
002087,9.3
002088,37.57
002089,20.172
002090,33.486
002091,17.799
002092,18.487
002093,53.95
002094,24.57
002095,54.81
002096,27.236
002097,57.11
002098,22.9
002099,24.283
002100,29.441
002101,20.833
002102,17.5
002103,14.917
002104,29.1
002105,10.85
002106,37.935
002107,23.68
002108,22.014
002109,19.138
002110,16.411
002111,37.712
002112,18.85
002113,16.79
002114,35.55
002115,20.545
002116,24.66
002117,18.89
002118,23.904
002119,24.78
002120,41.952
002121,40.61
002122,82.8
002123,84.2
002124,22.61
002125,20.52
002126,20.75
002127,20.73
002128,29.65
002129,16.49
002130,49.02
002131,30.7
002132,17.98
002133,21.01
002134,19.38
002135,25.66
002136,25.4
200002,237.827
200011,12.752
200012,37.561
200016,13.217
200017,8.842
200018,5.616
200019,8.982
200020,5.179
200022,45.491
200024,64.585
200025,8.02
200026,17.902
200028,20.594
200029,7.383
200030,4.568
200037,32.236
200039,412.114
200041,1.16
200045,10.45
200053,25.213
200054,6.166
200055,14.152
200056,7.873
200058,6.893
200152,5.244
200160,9.63
200168,9.856
200413,4.361
200418,10.891
200429,20.664
200468,5.719
200488,37.429
200505,4.899
200512,24.594
200513,24.509
200521,6.892
200530,9.699
200539,38.85
200541,61.359
200550,12.214
200553,11.976
200570,7.792
200581,24.05
200596,6.954
200613,3.135
200625,12.691
200706,12.093
200725,13.517
200726,59.526
200761,14.866
200770,11.635
200771,36.078
200869,100.368
200986,7.428
200992,5.922
600000,70.458
600001,19.246
600003,11.128
