S_INFO_WINDCODE
000809.SZ
000633.SZ
002049.SZ
000750.SZ
000736.SZ
000766.SZ
000776.SZ
600363.SH
600603.SH
000017.SZ
601607.SH
600572.SH
600988.SH
600421.SH
000023.SZ
000039.SZ
600607.SH
600576.SH
600100.SH
600121.SH
002273.SZ
002166.SZ
002254.SZ
000856.SZ
600591.SH
002005.SZ
600115.SH
000400.SZ
600180.SH
000411.SZ
600687.SH
600858.SH
000851.SZ
000603.SZ
000971.SZ
600215.SH
600211.SH
600728.SH
600842.SH
600781.SH
600308.SH
000561.SZ
000961.SZ
600506.SH
000920.SZ
002033.SZ
600069.SH
002234.SZ
600890.SH
600416.SH
600016.SH
600003.SH
600340.SH
600398.SH
600279.SH
600373.SH
002144.SZ
002189.SZ
