S_INFO_WINDCODE
002015.SZ
002137.SZ
002544.SZ
000657.SZ
000023.SZ
000028.SZ
600784.SH
600682.SH
600671.SH
600666.SH
600691.SH
600696.SH
300010.SZ
002320.SZ
601877.SH
300014.SZ
002578.SZ
002683.SZ
002719.SZ
600234.SH
600259.SH
600258.SH
600242.SH
600291.SH
600303.SH
000048.SZ
601866.SH
000981.SZ
000971.SZ
000972.SZ
002014.SZ
600982.SH
002239.SZ
002265.SZ
300441.SZ
600106.SH
600110.SH
600095.SH
600097.SH
600120.SH
600151.SH
600153.SH
600155.SH
600139.SH
000796.SZ
000795.SZ
000829.SZ
000982.SZ
000806.SZ
000626.SZ
000679.SZ
000670.SZ
000673.SZ
000663.SZ
000665.SZ
000695.SZ
002469.SZ
300099.SZ
601000.SH
300228.SZ
002605.SZ
300230.SZ
300467.SZ
002173.SZ
002770.SZ
002722.SZ
000851.SZ
000810.SZ
000876.SZ
000850.SZ
000839.SZ
000606.SZ
000595.SZ
000688.SZ
000677.SZ
000153.SZ
300150.SZ
300157.SZ
300149.SZ
300168.SZ
300169.SZ
300162.SZ
300093.SZ
002464.SZ
300094.SZ
002453.SZ
603869.SH
300417.SZ
300319.SZ
603128.SH
000601.SZ
002224.SZ
002172.SZ
002092.SZ
002077.SZ
002091.SZ
002094.SZ
002005.SZ
300173.SZ
002468.SZ
600967.SH
600988.SH
600565.SH
300238.SZ
600306.SH
000553.SZ
000555.SZ
000586.SZ
002026.SZ
002018.SZ
600502.SH
600576.SH
600490.SH
601018.SH
300108.SZ
002413.SZ
002418.SZ
300189.SZ
002174.SZ
600309.SH
600297.SH
002303.SZ
002191.SZ
002210.SZ
300209.SZ
002575.SZ
300222.SZ
300217.SZ
002582.SZ
002535.SZ
600515.SH
002452.SZ
600860.SH
600847.SH
300459.SZ
002672.SZ
601388.SH
300326.SZ
002670.SZ
002203.SZ
002228.SZ
000980.SZ
002219.SZ
600578.SH
600633.SH
600620.SH
002106.SZ
002109.SZ
002102.SZ
002103.SZ
000529.SZ
002412.SZ
300061.SZ
300069.SZ
002435.SZ
600532.SH
600864.SH
002652.SZ
002655.SZ
300306.SZ
300313.SZ
002608.SZ
002602.SZ
300456.SZ
603011.SH
603828.SH
603227.SH
600610.SH
600603.SH
600643.SH
600323.SH
000716.SZ
000534.SZ
300178.SZ
300194.SZ
002545.SZ
600876.SH
600880.SH
600882.SH
600026.SH
600890.SH
002431.SZ
002604.SZ
002769.SZ
002558.SZ
002577.SZ
603883.SH
300317.SZ
000511.SZ
600319.SH
600167.SH
600168.SH
600162.SH
600189.SH
600165.SH
000007.SZ
000603.SZ
600983.SH
002027.SZ
002044.SZ
002049.SZ
002040.SZ
002443.SZ
002622.SZ
002387.SZ
002384.SZ
002401.SZ
002409.SZ
600785.SH
300261.SZ
002667.SZ
300351.SZ
600058.SH
000881.SZ
000901.SZ
002537.SZ
002379.SZ
300058.SZ
600729.SH
002341.SZ
002323.SZ
002330.SZ
300431.SZ
601169.SH
000426.SZ
300148.SZ
002485.SZ
300123.SZ
002502.SZ
600271.SH
600392.SH
600590.SH
600777.SH
600767.SH
600793.SH
600781.SH
600817.SH
002730.SZ
603318.SH
300407.SZ
603099.SH
300342.SZ
603168.SH
002639.SZ
000521.SZ
000520.SZ
000519.SZ
600237.SH
600238.SH
600083.SH
600052.SH
600053.SH
002126.SZ
601003.SH
600978.SH
002061.SZ
002075.SZ
002072.SZ
600990.SH
600455.SH
600960.SH
600995.SH
600420.SH
601799.SH
600429.SH
600485.SH
002473.SZ
002530.SZ
600462.SH
600432.SH
600822.SH
600710.SH
600699.SH
300087.SZ
300020.SZ
300028.SZ
300031.SZ
300266.SZ
002638.SZ
002176.SZ
300334.SZ
300280.SZ
002296.SZ
002147.SZ
300288.SZ
600366.SH
002247.SZ
002259.SZ
600078.SH
002215.SZ
002240.SZ
002235.SZ
002229.SZ
002112.SZ
002119.SZ
601919.SH
300131.SZ
002514.SZ
002488.SZ
300120.SZ
300030.SZ
300247.SZ
300036.SZ
002368.SZ
300269.SZ
002629.SZ
300284.SZ
002624.SZ
002619.SZ
601198.SH
002286.SZ
601727.SH
600690.SH
000779.SZ
000812.SZ
000813.SZ
002248.SZ
002131.SZ
600193.SH
600195.SH
002070.SZ
002082.SZ
002481.SZ
002483.SZ
300134.SZ
601618.SH
002313.SZ
600746.SH
002310.SZ
002301.SZ
600721.SH
600806.SH
600651.SH
600652.SH
600641.SH
300466.SZ
603918.SH
600715.SH
600428.SH
600555.SH
600528.SH
600530.SH
600533.SH
600338.SH
600227.SH
600226.SH
600217.SH
600219.SH
000066.SZ
000065.SZ
000058.SZ
600070.SH
600072.SH
600900.SH
600572.SH
002306.SZ
600658.SH
600739.SH
600732.SH
600736.SH
600735.SH
600759.SH
600763.SH
600745.SH
002633.SZ
002636.SZ
000833.SZ
600396.SH
600400.SH
600099.SH
001896.SZ
000925.SZ
000929.SZ
000917.SZ
000748.SZ
002150.SZ
002371.SZ
600898.SH
000633.SZ
