trade_day,group1,group2,group3,group4,group5,Benchmark
20140930,1.133875298177158,1.3333867650180355,1.439924965932902,1.6776298833962873,1.6193736329303379,0.5428803690415619
20141031,1.179525666594102,1.4022502002711574,1.470422595358153,1.759619899905359,1.6816346382800162,0.6079167154539187
20141128,1.116264958482884,1.3769086868548752,1.4484196628316717,1.6795525219680048,1.6204797073303123,0.7648048297106684
20141231,1.2002893537122044,1.5282124587520716,1.5850655048284914,1.811785778867308,1.7454240153579432,0.7433099421457146
20150130,1.298526513620834,1.6700926532477907,1.7161643933211712,1.9777654599872707,1.8783961760127508,0.7732755230552505
20150227,1.5901152927415678,2.1138239933326393,2.102109574243486,2.3944224687607933,2.2822779214997966,0.8768078787966677
20150331,1.7939582724484102,2.3971426249645313,2.425963884455251,2.7177869604093363,2.594347544088624,1.0280246238367627
20150430,2.268048372802718,2.9824567531926873,3.0617971450642987,3.3575433675198405,3.322261126728643,1.0477075474617903
20150529,1.9788787700697454,2.7163509079399777,2.78963720278429,2.923288141648295,2.8474720886663603,0.9680972712108761
20150630,1.6528544922714863,2.344928008887891,2.3708285538218528,2.4809175771493046,2.4045820684819406,0.8260536910108024
20150731,1.3965964556171586,1.983157984213205,2.034940991037424,2.096646259511109,2.033509620103711,0.7286241821867847
20150831,1.3738473021467519,1.9585342108625248,1.9870789096931252,2.0415064490869477,2.0284013315136886,0.6932185106877092
20150930,1.668125270473926,2.436049439134459,2.44827067579762,2.4910217496579556,2.468887992269301,0.7648857317795582
20151030,1.8210944965106868,2.669385743774189,2.7184681714689525,2.757513123810842,2.754751762079837,0.7718836958090873
20151130,1.944248296002182,2.8553432949450137,2.8734675521088966,2.962492351718718,2.92754433960245,0.8075066861079813
20151231,1.3914555444686743,2.0592334772137604,2.042621670470178,2.1093213106861235,2.087968598770959,0.6376265176983561
20160129,1.361804467723205,1.997455231709077,2.0018012971061014,2.0533953957397992,2.0396184529303043,0.6227742137533089
